Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    std                  | 0.458       |
|    value_loss           | 181         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -234        |
| time/                   |             |
|    fps                  | 424         |
|    iterations           | 114         |
|    time_elapsed         | 549         |
|    total_timesteps      | 233472      |
| train/                  |             |
|    approx_kl            | 0.005251677 |
|    clip_fraction        | 0.0483      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.639      |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 149         |
|    n_updates            | 1130        |
|    policy_gradient_loss | -0.00569    |
|    std                  | 0.459       |
|    value_loss           | 259         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -235        |
| time/                   |             |
|    fps                  | 425         |
|    iterations           | 115         |
|    time_elapsed         | 553         |
|    total_timesteps      | 235520      |
| train/                  |             |
|    approx_kl            | 0.012811398 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.637      |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.27        |
|    n_updates            | 1140        |
|    policy_gradient_loss | 0.00788     |
|    std                  | 0.456       |
|    value_loss           | 18.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -227        |
| time/                   |             |
|    fps                  | 426         |
|    iterations           | 116         |
|    time_elapsed         | 556         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.016857516 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.624      |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.229       |
|    n_updates            | 1150        |
|    policy_gradient_loss | 0.00819     |
|    std                  | 0.45        |
|    value_loss           | 7.82        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -235        |
| time/                   |             |
|    fps                  | 427         |
|    iterations           | 117         |
|    time_elapsed         | 560         |
|    total_timesteps      | 239616      |
| train/                  |             |
|    approx_kl            | 0.008471204 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.622      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.389       |
|    n_updates            | 1160        |
|    policy_gradient_loss | 0.00356     |
|    std                  | 0.448       |
|    value_loss           | 9.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -228        |
| time/                   |             |
|    fps                  | 428         |
|    iterations           | 118         |
|    time_elapsed         | 564         |
|    total_timesteps      | 241664      |
| train/                  |             |
|    approx_kl            | 0.004133628 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.618      |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 32.2        |
|    n_updates            | 1170        |
|    policy_gradient_loss | 0.00717     |
|    std                  | 0.45        |
|    value_loss           | 66.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -218       |
| time/                   |            |
|    fps                  | 428        |
|    iterations           | 119        |
|    time_elapsed         | 568        |
|    total_timesteps      | 243712     |
| train/                  |            |
|    approx_kl            | 0.03507202 |
|    clip_fraction        | 0.129      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.614     |
|    explained_variance   | 0.952      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.54       |
|    n_updates            | 1180       |
|    policy_gradient_loss | 0.00317    |
|    std                  | 0.443      |
|    value_loss           | 56.9       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -217        |
| time/                   |             |
|    fps                  | 429         |
|    iterations           | 120         |
|    time_elapsed         | 572         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.018922765 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.612      |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.0003      |
|    loss                 | 28.3        |
|    n_updates            | 1190        |
|    policy_gradient_loss | 0.0029      |
|    std                  | 0.446       |
|    value_loss           | 55.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -208        |
| time/                   |             |
|    fps                  | 429         |
|    iterations           | 121         |
|    time_elapsed         | 576         |
|    total_timesteps      | 247808      |
| train/                  |             |
|    approx_kl            | 0.018418107 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.612      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 23.8        |
|    n_updates            | 1200        |
|    policy_gradient_loss | 0.00765     |
|    std                  | 0.444       |
|    value_loss           | 39.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -202        |
| time/                   |             |
|    fps                  | 430         |
|    iterations           | 122         |
|    time_elapsed         | 580         |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.014779715 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.62       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.412       |
|    n_updates            | 1210        |
|    policy_gradient_loss | 0.00398     |
|    std                  | 0.454       |
|    value_loss           | 8.48        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -194         |
| time/                   |              |
|    fps                  | 431          |
|    iterations           | 123          |
|    time_elapsed         | 584          |
|    total_timesteps      | 251904       |
| train/                  |              |
|    approx_kl            | 0.0085902875 |
|    clip_fraction        | 0.219        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.631       |
|    explained_variance   | 0.99         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.385        |
|    n_updates            | 1220         |
|    policy_gradient_loss | 0.0205       |
|    std                  | 0.455        |
|    value_loss           | 10.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -189        |
| time/                   |             |
|    fps                  | 431         |
|    iterations           | 124         |
|    time_elapsed         | 589         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.017636213 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.623      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 5.94        |
|    n_updates            | 1230        |
|    policy_gradient_loss | -0.0015     |
|    std                  | 0.447       |
|    value_loss           | 18.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -183       |
| time/                   |            |
|    fps                  | 432        |
|    iterations           | 125        |
|    time_elapsed         | 592        |
|    total_timesteps      | 256000     |
| train/                  |            |
|    approx_kl            | 0.01079643 |
|    clip_fraction        | 0.083      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.603     |
|    explained_variance   | 0.963      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.86       |
|    n_updates            | 1240       |
|    policy_gradient_loss | -4.11e-05  |
|    std                  | 0.439      |
|    value_loss           | 33.4       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -183       |
| time/                   |            |
|    fps                  | 432        |
|    iterations           | 126        |
|    time_elapsed         | 596        |
|    total_timesteps      | 258048     |
| train/                  |            |
|    approx_kl            | 0.01702707 |
|    clip_fraction        | 0.277      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.605     |
|    explained_variance   | 0.978      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.255      |
|    n_updates            | 1250       |
|    policy_gradient_loss | 0.017      |
|    std                  | 0.443      |
|    value_loss           | 16         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -177        |
| time/                   |             |
|    fps                  | 433         |
|    iterations           | 127         |
|    time_elapsed         | 600         |
|    total_timesteps      | 260096      |
| train/                  |             |
|    approx_kl            | 0.012392575 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.61       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.874       |
|    n_updates            | 1260        |
|    policy_gradient_loss | 0.0116      |
|    std                  | 0.451       |
|    value_loss           | 10.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -180        |
| time/                   |             |
|    fps                  | 434         |
|    iterations           | 128         |
|    time_elapsed         | 603         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.012391586 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.623      |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.518       |
|    n_updates            | 1270        |
|    policy_gradient_loss | 0.00652     |
|    std                  | 0.45        |
|    value_loss           | 6.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -183        |
| time/                   |             |
|    fps                  | 434         |
|    iterations           | 129         |
|    time_elapsed         | 607         |
|    total_timesteps      | 264192      |
| train/                  |             |
|    approx_kl            | 0.008329821 |
|    clip_fraction        | 0.0853      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.618      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.85        |
|    n_updates            | 1280        |
|    policy_gradient_loss | 0.00479     |
|    std                  | 0.449       |
|    value_loss           | 4.66        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -190         |
| time/                   |              |
|    fps                  | 435          |
|    iterations           | 130          |
|    time_elapsed         | 610          |
|    total_timesteps      | 266240       |
| train/                  |              |
|    approx_kl            | 0.0072938106 |
|    clip_fraction        | 0.0994       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.619       |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.58         |
|    n_updates            | 1290         |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.451        |
|    value_loss           | 24.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -192         |
| time/                   |              |
|    fps                  | 436          |
|    iterations           | 131          |
|    time_elapsed         | 614          |
|    total_timesteps      | 268288       |
| train/                  |              |
|    approx_kl            | 0.0022548037 |
|    clip_fraction        | 0.0507       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.625       |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.02         |
|    n_updates            | 1300         |
|    policy_gradient_loss | -1.74e-05    |
|    std                  | 0.452        |
|    value_loss           | 21.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -196        |
| time/                   |             |
|    fps                  | 437         |
|    iterations           | 132         |
|    time_elapsed         | 618         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.023998117 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.627      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.68        |
|    n_updates            | 1310        |
|    policy_gradient_loss | 0.0167      |
|    std                  | 0.458       |
|    value_loss           | 6.32        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -198        |
| time/                   |             |
|    fps                  | 438         |
|    iterations           | 133         |
|    time_elapsed         | 621         |
|    total_timesteps      | 272384      |
| train/                  |             |
|    approx_kl            | 0.008578766 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.625      |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.53        |
|    n_updates            | 1320        |
|    policy_gradient_loss | 0.0025      |
|    std                  | 0.449       |
|    value_loss           | 13.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -204        |
| time/                   |             |
|    fps                  | 438         |
|    iterations           | 134         |
|    time_elapsed         | 625         |
|    total_timesteps      | 274432      |
| train/                  |             |
|    approx_kl            | 0.012285342 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.615      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.28        |
|    n_updates            | 1330        |
|    policy_gradient_loss | 0.00307     |
|    std                  | 0.447       |
|    value_loss           | 14.7        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -218       |
| time/                   |            |
|    fps                  | 439        |
|    iterations           | 135        |
|    time_elapsed         | 629        |
|    total_timesteps      | 276480     |
| train/                  |            |
|    approx_kl            | 0.02633274 |
|    clip_fraction        | 0.115      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.621     |
|    explained_variance   | 0.996      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.14       |
|    n_updates            | 1340       |
|    policy_gradient_loss | 0.00116    |
|    std                  | 0.452      |
|    value_loss           | 9.74       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -221       |
| time/                   |            |
|    fps                  | 439        |
|    iterations           | 136        |
|    time_elapsed         | 633        |
|    total_timesteps      | 278528     |
| train/                  |            |
|    approx_kl            | 0.00802887 |
|    clip_fraction        | 0.0838     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.628     |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | 11.9       |
|    n_updates            | 1350       |
|    policy_gradient_loss | -0.00122   |
|    std                  | 0.452      |
|    value_loss           | 20.1       |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 200       |
|    ep_rew_mean          | -216      |
| time/                   |           |
|    fps                  | 440       |
|    iterations           | 137       |
|    time_elapsed         | 637       |
|    total_timesteps      | 280576    |
| train/                  |           |
|    approx_kl            | 0.0144893 |
|    clip_fraction        | 0.224     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.626    |
|    explained_variance   | 0.989     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.813     |
|    n_updates            | 1360      |
|    policy_gradient_loss | 0.014     |
|    std                  | 0.447     |
|    value_loss           | 2.67      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -216        |
| time/                   |             |
|    fps                  | 441         |
|    iterations           | 138         |
|    time_elapsed         | 640         |
|    total_timesteps      | 282624      |
| train/                  |             |
|    approx_kl            | 0.008180174 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.618      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.33        |
|    n_updates            | 1370        |
|    policy_gradient_loss | 0.000592    |
|    std                  | 0.451       |
|    value_loss           | 5.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -210        |
| time/                   |             |
|    fps                  | 441         |
|    iterations           | 139         |
|    time_elapsed         | 644         |
|    total_timesteps      | 284672      |
| train/                  |             |
|    approx_kl            | 0.020770963 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.614      |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.117       |
|    n_updates            | 1380        |
|    policy_gradient_loss | 0.00767     |
|    std                  | 0.444       |
|    value_loss           | 7.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -199        |
| time/                   |             |
|    fps                  | 441         |
|    iterations           | 140         |
|    time_elapsed         | 649         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.017177466 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.584      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.36        |
|    n_updates            | 1390        |
|    policy_gradient_loss | 0.00301     |
|    std                  | 0.422       |
|    value_loss           | 3.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -201        |
| time/                   |             |
|    fps                  | 442         |
|    iterations           | 141         |
|    time_elapsed         | 652         |
|    total_timesteps      | 288768      |
| train/                  |             |
|    approx_kl            | 0.011157088 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.536      |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.25        |
|    n_updates            | 1400        |
|    policy_gradient_loss | 0.00258     |
|    std                  | 0.406       |
|    value_loss           | 2.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -196        |
| time/                   |             |
|    fps                  | 443         |
|    iterations           | 142         |
|    time_elapsed         | 656         |
|    total_timesteps      | 290816      |
| train/                  |             |
|    approx_kl            | 0.012106024 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.52       |
|    explained_variance   | 0.998       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.15        |
|    n_updates            | 1410        |
|    policy_gradient_loss | 0.00239     |
|    std                  | 0.408       |
|    value_loss           | 1.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -187         |
| time/                   |              |
|    fps                  | 443          |
|    iterations           | 143          |
|    time_elapsed         | 660          |
|    total_timesteps      | 292864       |
| train/                  |              |
|    approx_kl            | 0.0045036725 |
|    clip_fraction        | 0.0569       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.517       |
|    explained_variance   | 0.948        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.521        |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.404        |
|    value_loss           | 53.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -173        |
| time/                   |             |
|    fps                  | 442         |
|    iterations           | 144         |
|    time_elapsed         | 666         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.013657773 |
|    clip_fraction        | 0.162       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.509      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.218       |
|    n_updates            | 1430        |
|    policy_gradient_loss | 0.00148     |
|    std                  | 0.4         |
|    value_loss           | 1.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -172        |
| time/                   |             |
|    fps                  | 443         |
|    iterations           | 145         |
|    time_elapsed         | 669         |
|    total_timesteps      | 296960      |
| train/                  |             |
|    approx_kl            | 0.030968662 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.51       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.96        |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.00117    |
|    std                  | 0.405       |
|    value_loss           | 7.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -179        |
| time/                   |             |
|    fps                  | 444         |
|    iterations           | 146         |
|    time_elapsed         | 672         |
|    total_timesteps      | 299008      |
| train/                  |             |
|    approx_kl            | 0.024956955 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.515      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.45        |
|    n_updates            | 1450        |
|    policy_gradient_loss | 0.000378    |
|    std                  | 0.404       |
|    value_loss           | 6.08        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -173        |
| time/                   |             |
|    fps                  | 445         |
|    iterations           | 147         |
|    time_elapsed         | 675         |
|    total_timesteps      | 301056      |
| train/                  |             |
|    approx_kl            | 0.004498812 |
|    clip_fraction        | 0.0869      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.514      |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.962       |
|    n_updates            | 1460        |
|    policy_gradient_loss | 0.000909    |
|    std                  | 0.404       |
|    value_loss           | 20          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -176        |
| time/                   |             |
|    fps                  | 446         |
|    iterations           | 148         |
|    time_elapsed         | 678         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.061972987 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.521      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.819       |
|    n_updates            | 1470        |
|    policy_gradient_loss | 0.0119      |
|    std                  | 0.411       |
|    value_loss           | 9.04        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 200       |
|    ep_rew_mean          | -172      |
| time/                   |           |
|    fps                  | 447       |
|    iterations           | 149       |
|    time_elapsed         | 682       |
|    total_timesteps      | 305152    |
| train/                  |           |
|    approx_kl            | 0.0882461 |
|    clip_fraction        | 0.133     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.53     |
|    explained_variance   | 0.989     |
|    learning_rate        | 0.0003    |
|    loss                 | 23.5      |
|    n_updates            | 1480      |
|    policy_gradient_loss | 0.00167   |
|    std                  | 0.411     |
|    value_loss           | 20.5      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -166        |
| time/                   |             |
|    fps                  | 447         |
|    iterations           | 150         |
|    time_elapsed         | 686         |
|    total_timesteps      | 307200      |
| train/                  |             |
|    approx_kl            | 0.009129981 |
|    clip_fraction        | 0.235       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.529      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.114       |
|    n_updates            | 1490        |
|    policy_gradient_loss | 0.00897     |
|    std                  | 0.407       |
|    value_loss           | 0.969       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -174       |
| time/                   |            |
|    fps                  | 447        |
|    iterations           | 151        |
|    time_elapsed         | 690        |
|    total_timesteps      | 309248     |
| train/                  |            |
|    approx_kl            | 0.01774967 |
|    clip_fraction        | 0.1        |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.512     |
|    explained_variance   | 0.997      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.327      |
|    n_updates            | 1500       |
|    policy_gradient_loss | 0.0089     |
|    std                  | 0.4        |
|    value_loss           | 0.963      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -173       |
| time/                   |            |
|    fps                  | 448        |
|    iterations           | 152        |
|    time_elapsed         | 694        |
|    total_timesteps      | 311296     |
| train/                  |            |
|    approx_kl            | 0.00762068 |
|    clip_fraction        | 0.059      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.503     |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.234      |
|    n_updates            | 1510       |
|    policy_gradient_loss | 0.000806   |
|    std                  | 0.399      |
|    value_loss           | 7.98       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -178        |
| time/                   |             |
|    fps                  | 448         |
|    iterations           | 153         |
|    time_elapsed         | 698         |
|    total_timesteps      | 313344      |
| train/                  |             |
|    approx_kl            | 0.009941398 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.498      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.08        |
|    n_updates            | 1520        |
|    policy_gradient_loss | 0.00368     |
|    std                  | 0.397       |
|    value_loss           | 12.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -187        |
| time/                   |             |
|    fps                  | 449         |
|    iterations           | 154         |
|    time_elapsed         | 701         |
|    total_timesteps      | 315392      |
| train/                  |             |
|    approx_kl            | 0.017227225 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.494      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.341       |
|    n_updates            | 1530        |
|    policy_gradient_loss | 0.00521     |
|    std                  | 0.396       |
|    value_loss           | 5.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -184        |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 155         |
|    time_elapsed         | 705         |
|    total_timesteps      | 317440      |
| train/                  |             |
|    approx_kl            | 0.015301466 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.49       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0662      |
|    n_updates            | 1540        |
|    policy_gradient_loss | 0.00267     |
|    std                  | 0.396       |
|    value_loss           | 4.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -185        |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 156         |
|    time_elapsed         | 709         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.012394575 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.499      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.111       |
|    n_updates            | 1550        |
|    policy_gradient_loss | 0.00067     |
|    std                  | 0.401       |
|    value_loss           | 1.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -180        |
| time/                   |             |
|    fps                  | 451         |
|    iterations           | 157         |
|    time_elapsed         | 712         |
|    total_timesteps      | 321536      |
| train/                  |             |
|    approx_kl            | 0.019026047 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.495      |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.162       |
|    n_updates            | 1560        |
|    policy_gradient_loss | 0.00188     |
|    std                  | 0.394       |
|    value_loss           | 3.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -181        |
| time/                   |             |
|    fps                  | 452         |
|    iterations           | 158         |
|    time_elapsed         | 715         |
|    total_timesteps      | 323584      |
| train/                  |             |
|    approx_kl            | 0.018727522 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.478      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.94        |
|    n_updates            | 1570        |
|    policy_gradient_loss | 0.00296     |
