Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003       |
|    loss                 | 167          |
|    n_updates            | 528          |
|    policy_gradient_loss | -0.00133     |
|    std                  | 1.07         |
|    value_loss           | 433          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 309         |
|    ep_rew_mean          | 41.1        |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 134         |
|    time_elapsed         | 137         |
|    total_timesteps      | 137216      |
| train/                  |             |
|    approx_kl            | 0.013731013 |
|    clip_fraction        | 0.0874      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.98       |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | 58          |
|    n_updates            | 532         |
|    policy_gradient_loss | 0.00142     |
|    std                  | 1.07        |
|    value_loss           | 51.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 309          |
|    ep_rew_mean          | 41.3         |
| time/                   |              |
|    fps                  | 1000         |
|    iterations           | 135          |
|    time_elapsed         | 138          |
|    total_timesteps      | 138240       |
| train/                  |              |
|    approx_kl            | 0.0057107853 |
|    clip_fraction        | 0.0234       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.97        |
|    explained_variance   | 0.846        |
|    learning_rate        | 0.0003       |
|    loss                 | 223          |
|    n_updates            | 536          |
|    policy_gradient_loss | -0.00528     |
|    std                  | 1.07         |
|    value_loss           | 405          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 309         |
|    ep_rew_mean          | 41.6        |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 136         |
|    time_elapsed         | 139         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.005784155 |
|    clip_fraction        | 0.0652      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.96       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 3.29        |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00467    |
|    std                  | 1.06        |
|    value_loss           | 28.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 317          |
|    ep_rew_mean          | 41.5         |
| time/                   |              |
|    fps                  | 1000         |
|    iterations           | 137          |
|    time_elapsed         | 140          |
|    total_timesteps      | 140288       |
| train/                  |              |
|    approx_kl            | 0.0048859306 |
|    clip_fraction        | 0.106        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.01         |
|    n_updates            | 544          |
|    policy_gradient_loss | -0.000807    |
|    std                  | 1.05         |
|    value_loss           | 18.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 317         |
|    ep_rew_mean          | 42.1        |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 138         |
|    time_elapsed         | 141         |
|    total_timesteps      | 141312      |
| train/                  |             |
|    approx_kl            | 0.011890086 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 44.8        |
|    n_updates            | 548         |
|    policy_gradient_loss | -0.00293    |
|    std                  | 1.05        |
|    value_loss           | 87.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 326          |
|    ep_rew_mean          | 43           |
| time/                   |              |
|    fps                  | 1001         |
|    iterations           | 139          |
|    time_elapsed         | 142          |
|    total_timesteps      | 142336       |
| train/                  |              |
|    approx_kl            | 0.0046833353 |
|    clip_fraction        | 0.053        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.62         |
|    n_updates            | 552          |
|    policy_gradient_loss | -0.00305     |
|    std                  | 1.05         |
|    value_loss           | 29.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 335          |
|    ep_rew_mean          | 44.3         |
| time/                   |              |
|    fps                  | 1000         |
|    iterations           | 140          |
|    time_elapsed         | 143          |
|    total_timesteps      | 143360       |
| train/                  |              |
|    approx_kl            | 0.0088225845 |
|    clip_fraction        | 0.0535       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37         |
|    n_updates            | 556          |
|    policy_gradient_loss | 0.000922     |
|    std                  | 1.05         |
|    value_loss           | 29.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | 45.4        |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 141         |
|    time_elapsed         | 144         |
|    total_timesteps      | 144384      |
| train/                  |             |
|    approx_kl            | 0.013240343 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.92       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.82        |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.00116    |
|    std                  | 1.04        |
|    value_loss           | 18.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 345         |
|    ep_rew_mean          | 46.8        |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 142         |
|    time_elapsed         | 145         |
|    total_timesteps      | 145408      |
| train/                  |             |
|    approx_kl            | 0.011741703 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.91       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.561       |
|    n_updates            | 564         |
|    policy_gradient_loss | -0.0044     |
|    std                  | 1.03        |
|    value_loss           | 14.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 350         |
|    ep_rew_mean          | 49.5        |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 143         |
|    time_elapsed         | 146         |
|    total_timesteps      | 146432      |
| train/                  |             |
|    approx_kl            | 0.004037479 |
|    clip_fraction        | 0.0349      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.9        |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 188         |
|    n_updates            | 568         |
|    policy_gradient_loss | -0.0024     |
|    std                  | 1.03        |
|    value_loss           | 393         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 359          |
|    ep_rew_mean          | 50.1         |
| time/                   |              |
|    fps                  | 1001         |
|    iterations           | 144          |
|    time_elapsed         | 147          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0038295083 |
|    clip_fraction        | 0.0334       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.9         |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 12.6         |
|    n_updates            | 572          |
|    policy_gradient_loss | -0.00114     |
|    std                  | 1.03         |
|    value_loss           | 26.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 368         |
|    ep_rew_mean          | 51.1        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 145         |
|    time_elapsed         | 148         |
|    total_timesteps      | 148480      |
| train/                  |             |
|    approx_kl            | 0.003658086 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.89       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.4        |
|    n_updates            | 576         |
|    policy_gradient_loss | -0.0018     |
|    std                  | 1.02        |
|    value_loss           | 22.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 377          |
|    ep_rew_mean          | 52.4         |
| time/                   |              |
|    fps                  | 1002         |
|    iterations           | 146          |
|    time_elapsed         | 149          |
|    total_timesteps      | 149504       |
| train/                  |              |
|    approx_kl            | 0.0034199147 |
|    clip_fraction        | 0.0107       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | 0.92         |
|    learning_rate        | 0.0003       |
|    loss                 | 19.5         |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00303     |
|    std                  | 1.02         |
|    value_loss           | 138          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 386          |
|    ep_rew_mean          | 53.6         |
| time/                   |              |
|    fps                  | 1002         |
|    iterations           | 147          |
|    time_elapsed         | 150          |
|    total_timesteps      | 150528       |
| train/                  |              |
|    approx_kl            | 0.0062917997 |
|    clip_fraction        | 0.0408       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | 0.979        |
|    learning_rate        | 0.0003       |
|    loss                 | 12.1         |
|    n_updates            | 584          |
|    policy_gradient_loss | -0.00264     |
|    std                  | 1.02         |
|    value_loss           | 26.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 395         |
|    ep_rew_mean          | 54.8        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 148         |
|    time_elapsed         | 151         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.009790694 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.88        |
|    n_updates            | 588         |
|    policy_gradient_loss | -0.00203    |
|    std                  | 1.02        |
|    value_loss           | 16.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 404         |
|    ep_rew_mean          | 56.4        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 149         |
|    time_elapsed         | 152         |
|    total_timesteps      | 152576      |
| train/                  |             |
|    approx_kl            | 0.006840693 |
|    clip_fraction        | 0.0469      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.521       |
|    n_updates            | 592         |
|    policy_gradient_loss | -0.00325    |
|    std                  | 1.01        |
|    value_loss           | 33.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 413          |
|    ep_rew_mean          | 57.9         |
| time/                   |              |
|    fps                  | 1002         |
|    iterations           | 150          |
|    time_elapsed         | 153          |
|    total_timesteps      | 153600       |
| train/                  |              |
|    approx_kl            | 0.0046253973 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 0.983        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.68         |
|    n_updates            | 596          |
|    policy_gradient_loss | -0.00211     |
|    std                  | 1.01         |
|    value_loss           | 19.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 422         |
|    ep_rew_mean          | 59.3        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 151         |
|    time_elapsed         | 154         |
|    total_timesteps      | 154624      |
| train/                  |             |
|    approx_kl            | 0.009830336 |
|    clip_fraction        | 0.0908      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.02        |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00644    |
|    std                  | 1.01        |
|    value_loss           | 17.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 431         |
|    ep_rew_mean          | 61          |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 152         |
|    time_elapsed         | 155         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.005913769 |
|    clip_fraction        | 0.0679      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 38.7        |
|    n_updates            | 604         |
|    policy_gradient_loss | -0.00284    |
|    std                  | 1.02        |
|    value_loss           | 52.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 440          |
|    ep_rew_mean          | 62.8         |
| time/                   |              |
|    fps                  | 1003         |
|    iterations           | 153          |
|    time_elapsed         | 156          |
|    total_timesteps      | 156672       |
| train/                  |              |
|    approx_kl            | 0.0038303947 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.925        |
|    learning_rate        | 0.0003       |
|    loss                 | 62.2         |
|    n_updates            | 608          |
|    policy_gradient_loss | -0.00239     |
|    std                  | 1.01         |
|    value_loss           | 126          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | 63.9         |
| time/                   |              |
|    fps                  | 1003         |
|    iterations           | 154          |
|    time_elapsed         | 157          |
|    total_timesteps      | 157696       |
| train/                  |              |
|    approx_kl            | 0.0031071326 |
|    clip_fraction        | 0.0171       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 0.979        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.3          |
|    n_updates            | 612          |
|    policy_gradient_loss | 0.000211     |
|    std                  | 1.01         |
|    value_loss           | 24           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | 64.1        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 155         |
|    time_elapsed         | 158         |
|    total_timesteps      | 158720      |
| train/                  |             |
|    approx_kl            | 0.005712109 |
|    clip_fraction        | 0.019       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.752       |
|    n_updates            | 616         |
|    policy_gradient_loss | 0.000138    |
|    std                  | 1.01        |
|    value_loss           | 38.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 458         |
|    ep_rew_mean          | 65.7        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 156         |
|    time_elapsed         | 159         |
|    total_timesteps      | 159744      |
| train/                  |             |
|    approx_kl            | 0.005470004 |
|    clip_fraction        | 0.0767      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.05        |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00427    |
|    std                  | 1.01        |
|    value_loss           | 13.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 467        |
|    ep_rew_mean          | 66.8       |
| time/                   |            |
|    fps                  | 1004       |
|    iterations           | 157        |
|    time_elapsed         | 160        |
|    total_timesteps      | 160768     |
| train/                  |            |
|    approx_kl            | 0.00367697 |
|    clip_fraction        | 0.0176     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.86      |
|    explained_variance   | 0.892      |
|    learning_rate        | 0.0003     |
|    loss                 | 14.5       |
|    n_updates            | 624        |
|    policy_gradient_loss | 0.000736   |
|    std                  | 1.01       |
|    value_loss           | 162        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 476          |
|    ep_rew_mean          | 68.5         |
| time/                   |              |
|    fps                  | 1003         |
|    iterations           | 158          |
|    time_elapsed         | 161          |
|    total_timesteps      | 161792       |
| train/                  |              |
|    approx_kl            | 0.0058029294 |
|    clip_fraction        | 0.0664       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 0.979        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.66         |
|    n_updates            | 628          |
|    policy_gradient_loss | 0.00234      |
|    std                  | 1.02         |
|    value_loss           | 12.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 486          |
|    ep_rew_mean          | 70.2         |
| time/                   |              |
|    fps                  | 1003         |
|    iterations           | 159          |
|    time_elapsed         | 162          |
|    total_timesteps      | 162816       |
| train/                  |              |
|    approx_kl            | 0.0063912547 |
|    clip_fraction        | 0.0815       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 13.2         |
|    n_updates            | 632          |
|    policy_gradient_loss | -0.000943    |
|    std                  | 1.01         |
|    value_loss           | 23.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 478          |
|    ep_rew_mean          | 69.4         |
| time/                   |              |
|    fps                  | 1002         |
|    iterations           | 160          |
|    time_elapsed         | 163          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0026383232 |
|    clip_fraction        | 0.0132       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.861        |
|    learning_rate        | 0.0003       |
|    loss                 | 92.6         |
|    n_updates            | 636          |
|    policy_gradient_loss | -0.00179     |
|    std                  | 1.02         |
|    value_loss           | 267          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 487         |
|    ep_rew_mean          | 70.1        |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 161         |
|    time_elapsed         | 164         |
|    total_timesteps      | 164864      |
| train/                  |             |
|    approx_kl            | 0.004804264 |
|    clip_fraction        | 0.0186      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.0003      |
|    loss                 | 32.6        |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.00411    |
|    std                  | 1.01        |
|    value_loss           | 126         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 496         |
|    ep_rew_mean          | 72          |
| time/                   |             |
|    fps                  | 998         |
|    iterations           | 162         |
|    time_elapsed         | 166         |
|    total_timesteps      | 165888      |
| train/                  |             |
|    approx_kl            | 0.005934164 |
|    clip_fraction        | 0.0498      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 0.953       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.94        |
|    n_updates            | 644         |
|    policy_gradient_loss | -0.00365    |
|    std                  | 1.02        |
|    value_loss           | 53.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 505          |
|    ep_rew_mean          | 73           |
| time/                   |              |
|    fps                  | 996          |
|    iterations           | 163          |
|    time_elapsed         | 167          |
|    total_timesteps      | 166912       |
| train/                  |              |
|    approx_kl            | 0.0066266973 |
|    clip_fraction        | 0.0569       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 0.992        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.45         |
|    n_updates            | 648          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 1.01         |
|    value_loss           | 6.46         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 509         |
|    ep_rew_mean          | 75.4        |
| time/                   |             |
|    fps                  | 997         |
|    iterations           | 164         |
|    time_elapsed         | 168         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.004302037 |
|    clip_fraction        | 0.0227      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 59.2        |
|    n_updates            | 652         |
|    policy_gradient_loss | -0.00156    |
|    std                  | 1.01        |
|    value_loss           | 117         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 518          |
|    ep_rew_mean          | 76.7         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 165          |
|    time_elapsed         | 169          |
|    total_timesteps      | 168960       |
| train/                  |              |
|    approx_kl            | 0.0056418595 |
|    clip_fraction        | 0.0232       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 0.813        |
|    learning_rate        | 0.0003       |
|    loss                 | 63.7         |
|    n_updates            | 656          |
|    policy_gradient_loss | -0.00408     |
|    std                  | 1.01         |
|    value_loss           | 401          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 527         |
|    ep_rew_mean          | 78.2        |
| time/                   |             |
|    fps                  | 995         |
|    iterations           | 166         |
|    time_elapsed         | 170         |
|    total_timesteps      | 169984      |
| train/                  |             |
|    approx_kl            | 0.005971731 |
|    clip_fraction        | 0.0471      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.93        |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.00111    |
|    std                  | 1           |
|    value_loss           | 11.6        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 527          |
|    ep_rew_mean          | 78.1         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 167          |
|    time_elapsed         | 171          |
|    total_timesteps      | 171008       |
| train/                  |              |
|    approx_kl            | 0.0060088327 |
|    clip_fraction        | 0.0405       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 0.965        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.77         |
|    n_updates            | 664          |
|    policy_gradient_loss | -0.000685    |
|    std                  | 1.01         |
|    value_loss           | 34.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 528          |
|    ep_rew_mean          | 77.5         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 168          |
|    time_elapsed         | 172          |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0079694055 |
|    clip_fraction        | 0.0713       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 0.976        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.64         |
|    n_updates            | 668          |
|    policy_gradient_loss | -6.95e-05    |
|    std                  | 1.02         |
|    value_loss           | 13.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 537          |
|    ep_rew_mean          | 78.6         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 169          |
|    time_elapsed         | 173          |
|    total_timesteps      | 173056       |
| train/                  |              |
|    approx_kl            | 0.0009170668 |
|    clip_fraction        | 0.00732      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.773        |
|    learning_rate        | 0.0003       |
|    loss                 | 434          |
|    n_updates            | 672          |
|    policy_gradient_loss | -3.39e-05    |
|    std                  | 1.02         |
|    value_loss           | 559          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 546          |
|    ep_rew_mean          | 79.7         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 170          |
|    time_elapsed         | 174          |
|    total_timesteps      | 174080       |
| train/                  |              |
|    approx_kl            | 0.0068860864 |
|    clip_fraction        | 0.083        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.75         |
|    n_updates            | 676          |
|    policy_gradient_loss | -0.00667     |
|    std                  | 1.02         |
|    value_loss           | 13.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 555          |
|    ep_rew_mean          | 81.4         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 171          |
|    time_elapsed         | 175          |
|    total_timesteps      | 175104       |
| train/                  |              |
|    approx_kl            | 0.0056165494 |
|    clip_fraction        | 0.0901       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.73         |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00235     |
|    std                  | 1.02         |
|    value_loss           | 20.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 564          |
|    ep_rew_mean          | 81.8         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 172          |
|    time_elapsed         | 176          |
|    total_timesteps      | 176128       |
| train/                  |              |
|    approx_kl            | 0.0032561214 |
|    clip_fraction        | 0.0193       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | 0.922        |
|    learning_rate        | 0.0003       |
|    loss                 | 33.3         |
|    n_updates            | 684          |
|    policy_gradient_loss | -0.000819    |
|    std                  | 1.02         |
|    value_loss           | 70.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 565         |
|    ep_rew_mean          | 81.8        |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 173         |
|    time_elapsed         | 177         |
|    total_timesteps      | 177152      |
| train/                  |             |
|    approx_kl            | 0.006312453 |
|    clip_fraction        | 0.03        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.88       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 25.1        |
|    n_updates            | 688         |
|    policy_gradient_loss | -0.00452    |
|    std                  | 1.02        |
|    value_loss           | 288         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 574          |
|    ep_rew_mean          | 83.2         |
| time/                   |              |
|    fps                  | 995          |
|    iterations           | 174          |
|    time_elapsed         | 179          |
|    total_timesteps      | 178176       |
| train/                  |              |
|    approx_kl            | 0.0029301306 |
|    clip_fraction        | 0.0132       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | 0.822        |
|    learning_rate        | 0.0003       |
|    loss                 | 90.7         |
|    n_updates            | 692          |
|    policy_gradient_loss | -0.00486     |
|    std                  | 1.02         |
|    value_loss           | 193          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 583        |
|    ep_rew_mean          | 84.7       |
| time/                   |            |
|    fps                  | 993        |
|    iterations           | 175        |
|    time_elapsed         | 180        |
|    total_timesteps      | 179200     |
| train/                  |            |
|    approx_kl            | 0.00946706 |
|    clip_fraction        | 0.0942     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.88      |
|    explained_variance   | 0.986      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.6        |
|    n_updates            | 696        |
|    policy_gradient_loss | -0.00111   |
|    std                  | 1.03       |
|    value_loss           | 5.67       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 591         |
|    ep_rew_mean          | 85.5        |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 176         |
|    time_elapsed         | 181         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.006287668 |
|    clip_fraction        | 0.0923      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.89       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.15        |
|    n_updates            | 700         |
|    policy_gradient_loss | -9.19e-05   |
|    std                  | 1.03        |
|    value_loss           | 11.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 600          |
|    ep_rew_mean          | 86.1         |
| time/                   |              |
|    fps                  | 992          |
|    iterations           | 177          |
|    time_elapsed         | 182          |
|    total_timesteps      | 181248       |
| train/                  |              |
|    approx_kl            | 0.0058937175 |
|    clip_fraction        | 0.0522       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.89        |
|    explained_variance   | 0.989        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.18         |
|    n_updates            | 704          |
|    policy_gradient_loss | -0.00115     |
|    std                  | 1.03         |
|    value_loss           | 21.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 592          |
|    ep_rew_mean          | 85.6         |
| time/                   |              |
|    fps                  | 992          |
|    iterations           | 178          |
|    time_elapsed         | 183          |
|    total_timesteps      | 182272       |
| train/                  |              |
|    approx_kl            | 0.0029336321 |
