Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -291         |
| time/                   |              |
|    fps                  | 675          |
|    iterations           | 121          |
|    time_elapsed         | 366          |
|    total_timesteps      | 247808       |
| train/                  |              |
|    approx_kl            | 0.0066200434 |
|    clip_fraction        | 0.0544       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.869       |
|    explained_variance   | 0.964        |
|    learning_rate        | 0.0003       |
|    loss                 | 15.2         |
|    n_updates            | 1200         |
|    policy_gradient_loss | 0.00104      |
|    std                  | 0.579        |
|    value_loss           | 58.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -297        |
| time/                   |             |
|    fps                  | 675         |
|    iterations           | 122         |
|    time_elapsed         | 369         |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.007967105 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.857      |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.11        |
|    n_updates            | 1210        |
|    policy_gradient_loss | 5.95e-05    |
|    std                  | 0.566       |
|    value_loss           | 10.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -305        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 123         |
|    time_elapsed         | 372         |
|    total_timesteps      | 251904      |
| train/                  |             |
|    approx_kl            | 0.006023303 |
|    clip_fraction        | 0.0572      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.849      |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 36.4        |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.00484    |
|    std                  | 0.565       |
|    value_loss           | 61.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -303        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 124         |
|    time_elapsed         | 375         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.009255114 |
|    clip_fraction        | 0.0659      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.844      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.3        |
|    n_updates            | 1230        |
|    policy_gradient_loss | 0.000246    |
|    std                  | 0.561       |
|    value_loss           | 93.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -252        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 125         |
|    time_elapsed         | 378         |
|    total_timesteps      | 256000      |
| train/                  |             |
|    approx_kl            | 0.012546234 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.846      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.31        |
|    n_updates            | 1240        |
|    policy_gradient_loss | 0.0108      |
|    std                  | 0.569       |
|    value_loss           | 9.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -214        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 126         |
|    time_elapsed         | 381         |
|    total_timesteps      | 258048      |
| train/                  |             |
|    approx_kl            | 0.007010163 |
|    clip_fraction        | 0.0892      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.853      |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.76        |
|    n_updates            | 1250        |
|    policy_gradient_loss | -0.00167    |
|    std                  | 0.568       |
|    value_loss           | 17.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -210         |
| time/                   |              |
|    fps                  | 677          |
|    iterations           | 127          |
|    time_elapsed         | 383          |
|    total_timesteps      | 260096       |
| train/                  |              |
|    approx_kl            | 0.0024154445 |
|    clip_fraction        | 0.0465       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.852       |
|    explained_variance   | 0.982        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.21         |
|    n_updates            | 1260         |
|    policy_gradient_loss | -0.00316     |
|    std                  | 0.566        |
|    value_loss           | 20.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -209        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 128         |
|    time_elapsed         | 386         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.017643604 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.847      |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.031       |
|    n_updates            | 1270        |
|    policy_gradient_loss | -0.000187   |
|    std                  | 0.561       |
|    value_loss           | 5.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -211        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 129         |
|    time_elapsed         | 390         |
|    total_timesteps      | 264192      |
| train/                  |             |
|    approx_kl            | 0.014676794 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.846      |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.394       |
|    n_updates            | 1280        |
|    policy_gradient_loss | 0.0023      |
|    std                  | 0.571       |
|    value_loss           | 8.24        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -202         |
| time/                   |              |
|    fps                  | 675          |
|    iterations           | 130          |
|    time_elapsed         | 393          |
|    total_timesteps      | 266240       |
| train/                  |              |
|    approx_kl            | 0.0048658196 |
|    clip_fraction        | 0.0269       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.859       |
|    explained_variance   | 0.914        |
|    learning_rate        | 0.0003       |
|    loss                 | 30.9         |
|    n_updates            | 1290         |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.572        |
|    value_loss           | 91.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -208        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 131         |
|    time_elapsed         | 396         |
|    total_timesteps      | 268288      |
| train/                  |             |
|    approx_kl            | 0.014008645 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.854      |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.3         |
|    n_updates            | 1300        |
|    policy_gradient_loss | 0.00416     |
|    std                  | 0.563       |
|    value_loss           | 6.51        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -215         |
| time/                   |              |
|    fps                  | 676          |
|    iterations           | 132          |
|    time_elapsed         | 399          |
|    total_timesteps      | 270336       |
| train/                  |              |
|    approx_kl            | 0.0029973788 |
|    clip_fraction        | 0.101        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.841       |
|    explained_variance   | 0.846        |
|    learning_rate        | 0.0003       |
|    loss                 | 34.4         |
|    n_updates            | 1310         |
|    policy_gradient_loss | 0.00285      |
|    std                  | 0.559        |
|    value_loss           | 171          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -224        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 133         |
|    time_elapsed         | 402         |
|    total_timesteps      | 272384      |
| train/                  |             |
|    approx_kl            | 0.005969215 |
|    clip_fraction        | 0.0303      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.838      |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.8         |
|    n_updates            | 1320        |
|    policy_gradient_loss | 0.000395    |
|    std                  | 0.559       |
|    value_loss           | 112         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -223         |
| time/                   |              |
|    fps                  | 676          |
|    iterations           | 134          |
|    time_elapsed         | 405          |
|    total_timesteps      | 274432       |
| train/                  |              |
|    approx_kl            | 0.0035953997 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.837       |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 46.8         |
|    n_updates            | 1330         |
|    policy_gradient_loss | -0.00364     |
|    std                  | 0.559        |
|    value_loss           | 412          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -220       |
| time/                   |            |
|    fps                  | 677        |
|    iterations           | 135        |
|    time_elapsed         | 408        |
|    total_timesteps      | 276480     |
| train/                  |            |
|    approx_kl            | 0.01714964 |
|    clip_fraction        | 0.282      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.842     |
|    explained_variance   | 0.887      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.624      |
|    n_updates            | 1340       |
|    policy_gradient_loss | 0.0173     |
|    std                  | 0.555      |
|    value_loss           | 22.7       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -224         |
| time/                   |              |
|    fps                  | 677          |
|    iterations           | 136          |
|    time_elapsed         | 411          |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0050593936 |
|    clip_fraction        | 0.0875       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.831       |
|    explained_variance   | 0.971        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.35         |
|    n_updates            | 1350         |
|    policy_gradient_loss | -0.000716    |
|    std                  | 0.556        |
|    value_loss           | 41           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -218         |
| time/                   |              |
|    fps                  | 677          |
|    iterations           | 137          |
|    time_elapsed         | 414          |
|    total_timesteps      | 280576       |
| train/                  |              |
|    approx_kl            | 0.0026033828 |
|    clip_fraction        | 0.0304       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.832       |
|    explained_variance   | 0.899        |
|    learning_rate        | 0.0003       |
|    loss                 | 35.1         |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.00693     |
|    std                  | 0.557        |
|    value_loss           | 220          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -211        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 138         |
|    time_elapsed         | 417         |
|    total_timesteps      | 282624      |
| train/                  |             |
|    approx_kl            | 0.066563435 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.829      |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.524       |
|    n_updates            | 1370        |
|    policy_gradient_loss | 0.0119      |
|    std                  | 0.553       |
|    value_loss           | 8.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -218        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 139         |
|    time_elapsed         | 420         |
|    total_timesteps      | 284672      |
| train/                  |             |
|    approx_kl            | 0.008402908 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.821      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.69        |
|    n_updates            | 1380        |
|    policy_gradient_loss | 0.00497     |
|    std                  | 0.543       |
|    value_loss           | 5.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -222        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 140         |
|    time_elapsed         | 423         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.013553052 |
|    clip_fraction        | 0.0973      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.819      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.18        |
|    n_updates            | 1390        |
|    policy_gradient_loss | 3.63e-05    |
|    std                  | 0.554       |
|    value_loss           | 3.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -228        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 141         |
|    time_elapsed         | 425         |
|    total_timesteps      | 288768      |
| train/                  |             |
|    approx_kl            | 0.003379615 |
|    clip_fraction        | 0.04        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.823      |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.76        |
|    n_updates            | 1400        |
|    policy_gradient_loss | -0.00503    |
|    std                  | 0.548       |
|    value_loss           | 22.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -207        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 142         |
|    time_elapsed         | 429         |
|    total_timesteps      | 290816      |
| train/                  |             |
|    approx_kl            | 0.007877482 |
|    clip_fraction        | 0.0435      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.813      |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.526       |
|    n_updates            | 1410        |
|    policy_gradient_loss | 0.000182    |
|    std                  | 0.544       |
|    value_loss           | 14.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -193        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 143         |
|    time_elapsed         | 432         |
|    total_timesteps      | 292864      |
| train/                  |             |
|    approx_kl            | 0.020362176 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.801      |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.256       |
|    n_updates            | 1420        |
|    policy_gradient_loss | 0.00743     |
|    std                  | 0.538       |
|    value_loss           | 4.29        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -206        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 144         |
|    time_elapsed         | 434         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.017024131 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.797      |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.267       |
|    n_updates            | 1430        |
|    policy_gradient_loss | 0.00183     |
|    std                  | 0.535       |
|    value_loss           | 1.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -197        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 145         |
|    time_elapsed         | 437         |
|    total_timesteps      | 296960      |
| train/                  |             |
|    approx_kl            | 0.009529141 |
|    clip_fraction        | 0.0681      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.787      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18        |
|    n_updates            | 1440        |
|    policy_gradient_loss | 0.000428    |
|    std                  | 0.529       |
|    value_loss           | 3.6         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -190        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 146         |
|    time_elapsed         | 440         |
|    total_timesteps      | 299008      |
| train/                  |             |
|    approx_kl            | 0.007960994 |
|    clip_fraction        | 0.0717      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.775      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.925       |
|    n_updates            | 1450        |
|    policy_gradient_loss | 0.000842    |
|    std                  | 0.523       |
|    value_loss           | 5.68        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -197        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 147         |
|    time_elapsed         | 444         |
|    total_timesteps      | 301056      |
| train/                  |             |
|    approx_kl            | 0.016078256 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.769      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.712       |
|    n_updates            | 1460        |
|    policy_gradient_loss | 0.00865     |
|    std                  | 0.523       |
|    value_loss           | 1.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -198        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 148         |
|    time_elapsed         | 446         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.010520918 |
|    clip_fraction        | 0.0928      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.766      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.181       |
|    n_updates            | 1470        |
|    policy_gradient_loss | 0.00195     |
|    std                  | 0.519       |
|    value_loss           | 5.58        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -186       |
| time/                   |            |
|    fps                  | 678        |
|    iterations           | 149        |
|    time_elapsed         | 449        |
|    total_timesteps      | 305152     |
| train/                  |            |
|    approx_kl            | 0.01306092 |
|    clip_fraction        | 0.116      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.754     |
|    explained_variance   | 0.987      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0206     |
|    n_updates            | 1480       |
|    policy_gradient_loss | 0.00326    |
|    std                  | 0.513      |
|    value_loss           | 1.03       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -182        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 150         |
|    time_elapsed         | 453         |
|    total_timesteps      | 307200      |
| train/                  |             |
|    approx_kl            | 0.023441039 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.76       |
|    explained_variance   | 0.998       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.183       |
|    n_updates            | 1490        |
|    policy_gradient_loss | 0.00169     |
|    std                  | 0.518       |
|    value_loss           | 0.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 151         |
|    time_elapsed         | 456         |
|    total_timesteps      | 309248      |
| train/                  |             |
|    approx_kl            | 0.005250337 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.761      |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.33        |
|    n_updates            | 1500        |
|    policy_gradient_loss | -0.00263    |
|    std                  | 0.517       |
|    value_loss           | 6.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 152         |
|    time_elapsed         | 460         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.013538376 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.76       |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.2         |
|    n_updates            | 1510        |
|    policy_gradient_loss | -0.000221   |
|    std                  | 0.517       |
|    value_loss           | 1.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -171        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 153         |
|    time_elapsed         | 462         |
|    total_timesteps      | 313344      |
| train/                  |             |
|    approx_kl            | 0.007343513 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.754      |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.108       |
|    n_updates            | 1520        |
|    policy_gradient_loss | 0.00234     |
|    std                  | 0.512       |
|    value_loss           | 7.88        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -163       |
| time/                   |            |
|    fps                  | 677        |
|    iterations           | 154        |
|    time_elapsed         | 465        |
|    total_timesteps      | 315392     |
| train/                  |            |
|    approx_kl            | 0.01766923 |
|    clip_fraction        | 0.141      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.752     |
|    explained_variance   | 0.986      |
|    learning_rate        | 0.0003     |
|    loss                 | 3          |
|    n_updates            | 1530       |
|    policy_gradient_loss | 0.00251    |
|    std                  | 0.516      |
|    value_loss           | 15.3       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -166       |
| time/                   |            |
|    fps                  | 677        |
|    iterations           | 155        |
|    time_elapsed         | 468        |
|    total_timesteps      | 317440     |
| train/                  |            |
|    approx_kl            | 0.04580158 |
|    clip_fraction        | 0.126      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.753     |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0886     |
|    n_updates            | 1540       |
|    policy_gradient_loss | 0.00151    |
|    std                  | 0.512      |
|    value_loss           | 1.5        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -161        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 156         |
|    time_elapsed         | 471         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.002049577 |
|    clip_fraction        | 0.0433      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.75       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 21.8        |
|    n_updates            | 1550        |
|    policy_gradient_loss | -0.00213    |
|    std                  | 0.512       |
|    value_loss           | 50.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -156        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 157         |
|    time_elapsed         | 474         |
|    total_timesteps      | 321536      |
| train/                  |             |
|    approx_kl            | 0.014588378 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.746      |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.389       |
|    n_updates            | 1560        |
|    policy_gradient_loss | 0.00969     |
|    std                  | 0.508       |
|    value_loss           | 18.2        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | -160       |
| time/                   |            |
|    fps                  | 678        |
|    iterations           | 158        |
|    time_elapsed         | 477        |
|    total_timesteps      | 323584     |
| train/                  |            |
|    approx_kl            | 0.01024848 |
|    clip_fraction        | 0.171      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.723     |
|    explained_variance   | 0.981      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.47       |
|    n_updates            | 1570       |
|    policy_gradient_loss | 0.0038     |
|    std                  | 0.494      |
|    value_loss           | 3.07       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -159        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 159         |
|    time_elapsed         | 479         |
|    total_timesteps      | 325632      |
| train/                  |             |
|    approx_kl            | 0.012857396 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.697      |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.159       |
|    n_updates            | 1580        |
|    policy_gradient_loss | 0.00259     |
|    std                  | 0.48        |
|    value_loss           | 0.979       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -159        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 160         |
|    time_elapsed         | 482         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.055588663 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.685      |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.312       |
|    n_updates            | 1590        |
|    policy_gradient_loss | 0.00151     |
|    std                  | 0.482       |
|    value_loss           | 3.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -165        |
| time/                   |             |
|    fps                  | 679         |
|    iterations           | 161         |
|    time_elapsed         | 485         |
|    total_timesteps      | 329728      |
| train/                  |             |
|    approx_kl            | 0.013517952 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.681      |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0432      |
|    n_updates            | 1600        |
|    policy_gradient_loss | 0.00404     |
|    std                  | 0.476       |
|    value_loss           | 2.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -179        |
| time/                   |             |
|    fps                  | 679         |
|    iterations           | 162         |
|    time_elapsed         | 488         |
|    total_timesteps      | 331776      |
| train/                  |             |
|    approx_kl            | 0.012614906 |
|    clip_fraction        | 0.0926      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.67       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.98        |
|    n_updates            | 1610        |
|    policy_gradient_loss | 0.000359    |
|    std                  | 0.47        |
|    value_loss           | 3.92        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -177         |
| time/                   |              |
|    fps                  | 679          |
|    iterations           | 163          |
|    time_elapsed         | 491          |
|    total_timesteps      | 333824       |
| train/                  |              |
|    approx_kl            | 0.0020397054 |
|    clip_fraction        | 0.0186       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.664       |
|    explained_variance   | 0.879        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.78         |
|    n_updates            | 1620         |
|    policy_gradient_loss | 0.00257      |
|    std                  | 0.469        |
|    value_loss           | 55.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | -206        |
| time/                   |             |
|    fps                  | 679         |
|    iterations           | 164         |
|    time_elapsed         | 494         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.010495637 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.654      |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0211      |
|    n_updates            | 1630        |
|    policy_gradient_loss | 0.00644     |
|    std                  | 0.461       |
|    value_loss           | 1.96        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | -220         |
| time/                   |              |
|    fps                  | 680          |
|    iterations           | 165          |
|    time_elapsed         | 496          |
|    total_timesteps      | 337920       |
| train/                  |              |
|    approx_kl            | 0.0035528254 |
|    clip_fraction        | 0.0271       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.645       |
|    explained_variance   | 0.881        |
|    learning_rate        | 0.0003       |
|    loss                 | 71.8         |
|    n_updates            | 1640         |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.461        |
|    value_loss           | 147          |
------------------------------------------
------------------------------------------
| rollout/                |              |
